87,1.45,3,4,0.069,0.931,0.0,301.86,0.0,0.069,0.0,2026-06-25T22:57:07.065709
437,7.28,6,7,0.2059,0.7895,0.0046,332.99,0.0,0.2059,0.0092,2026-06-25T22:57:12.072148
796,13.27,9,10,0.1646,0.8304,0.005,379.51,0.0,0.2312,0.005,2026-06-25T22:57:17.080028
1101,18.35,9,10,0.1544,0.8411,0.0045,360.6,0.0,0.2025,0.0036,2026-06-25T22:57:22.086939
1393,23.22,9,10,0.14,0.855,0.005,349.74,0.0,0.178,0.0029,2026-06-25T22:57:27.094234
1931,32.18,13,15,0.1191,0.8762,0.0047,404.82,0.0,0.2698,0.0036,2026-06-25T22:57:32.124773
2769,46.15,13,15,0.0968,0.8996,0.0036,503.81,0.0,0.3922,0.0029,2026-06-25T22:57:37.160770
3071,51.18,14,16,0.0977,0.8984,0.0039,484.08,0.0,0.3641,0.0029,2026-06-25T22:57:42.175504
3381,56.35,14,16,0.102,0.8938,0.0041,467.83,0.0,0.344,0.0027,2026-06-25T22:57:47.188535
3693,61.55,14,16,0.1059,0.8901,0.0041,453.67,0.0,0.3274,0.0024,2026-06-25T22:57:52.203253
5047,84.12,14,16,0.0826,0.914,0.0034,586.18,0.0,0.4551,0.0018,2026-06-25T22:57:57.222841
5365,89.42,16,17,0.0863,0.9102,0.0035,569.07,0.0,0.4367,0.0017,2026-06-25T22:58:02.240907
5603,93.38,16,17,0.0928,0.9036,0.0036,558.98,0.0,0.4296,0.002,2026-06-25T22:58:07.261360
5558,92.63,16,17,0.0855,0.9109,0.0036,558.83,0.0,0.425,0.0013,2026-06-25T22:58:12.281453
5502,91.7,16,17,0.0856,0.9108,0.0036,552.97,0.0,0.4189,0.0013,2026-06-25T22:58:17.300150
5509,91.82,17,18,0.0871,0.9092,0.0036,552.86,0.0,0.42,0.0016,2026-06-25T22:58:22.316963
5512,91.87,17,18,0.0878,0.9086,0.0036,552.82,0.0,0.4205,0.0016,2026-06-25T22:58:27.335718
5094,84.9,16,17,0.0944,0.9016,0.0039,521.75,0.0,0.3698,0.0012,2026-06-25T22:58:32.358664
4743,79.05,16,17,0.1016,0.8942,0.0042,490.08,0.0,0.327,0.0008,2026-06-25T22:58:37.380598
4758,79.3,15,17,0.1,0.8958,0.0042,491.41,0.0,0.3287,0.0008,2026-06-25T22:58:42.386600
4801,80.02,15,17,0.0996,0.8963,0.0042,492.46,0.0,0.3341,0.0008,2026-06-25T22:58:47.391121
6189,103.15,15,17,0.0748,0.922,0.0032,621.06,0.0,0.4836,0.0006,2026-06-25T22:58:52.396287
5134,85.57,15,17,0.0914,0.9048,0.0039,516.73,0.0,0.3773,0.0008,2026-06-25T22:58:57.401032
5133,85.55,13,16,0.0906,0.9055,0.0039,517.94,0.0,0.3779,0.0008,2026-06-25T22:59:02.417894
5104,85.07,11,14,0.0864,0.9097,0.0039,518.02,0.0,0.374,0.0004,2026-06-25T22:59:07.424319
5102,85.03,11,14,0.0862,0.9098,0.0039,518.23,0.0,0.374,0.0004,2026-06-25T22:59:12.430732
5106,85.1,10,13,0.0862,0.9099,0.0039,518.11,0.0,0.3745,0.0004,2026-06-25T22:59:17.438564
5109,85.15,10,13,0.0865,0.9096,0.0039,518.26,0.0,0.3746,0.0004,2026-06-25T22:59:22.443033
5125,85.42,10,13,0.0892,0.9069,0.0039,517.07,0.0,0.3764,0.0004,2026-06-25T22:59:27.448122
5119,85.32,10,13,0.0883,0.9078,0.0039,517.49,0.0,0.3759,0.0004,2026-06-25T22:59:32.452371
5105,85.08,10,12,0.0856,0.9105,0.0039,518.43,0.0,0.3739,0.0004,2026-06-25T22:59:37.457264
5101,85.02,10,12,0.0882,0.9079,0.0039,516.74,0.0,0.3731,0.0004,2026-06-25T22:59:42.462473
5044,84.07,10,12,0.0847,0.9114,0.004,517.29,0.0,0.3666,0.0004,2026-06-25T22:59:47.467135
3648,60.8,9,11,0.1192,0.8753,0.0055,309.04,0.0,0.1245,0.0005,2026-06-25T22:59:52.470808
3643,60.72,11,12,0.1178,0.8767,0.0055,309.03,0.0,0.123,0.0005,2026-06-25T22:59:57.474767
3723,62.05,16,17,0.137,0.8576,0.0054,313.75,0.0003,0.1402,0.0021,2026-06-25T23:00:02.478534
3705,61.75,16,17,0.1331,0.8615,0.0054,314.24,0.0003,0.1363,0.0022,2026-06-25T23:00:07.483170
3690,61.5,16,17,0.1298,0.8648,0.0054,314.99,0.0003,0.1331,0.0022,2026-06-25T23:00:12.490535
3708,61.8,17,17,0.1284,0.8662,0.0054,317.8,0.0003,0.1367,0.0022,2026-06-25T23:00:17.495055
3700,61.67,17,17,0.1265,0.8681,0.0054,317.33,0.0003,0.1349,0.0022,2026-06-25T23:00:22.499802
3681,61.35,17,17,0.1228,0.8718,0.0054,318.25,0.0003,0.1312,0.0022,2026-06-25T23:00:27.504049
3680,61.33,17,17,0.1228,0.8717,0.0054,318.66,0.0003,0.1313,0.0022,2026-06-25T23:00:32.508880
